54.204.79.74,1426413629046,1594,/HotelApp/,200,OK,testhotelapp 1-5,text,true,17213,939
54.204.79.74,1426413629056,1571,/HotelApp/,200,OK,testhotelapp 1-2,text,true,17213,905
54.204.79.74,1426413629056,1570,/HotelApp/,200,OK,testhotelapp 1-1,text,true,17213,919
54.204.79.74,1426413629055,1560,/HotelApp/,200,OK,testhotelapp 1-3,text,true,17213,921
54.204.79.74,1426413629056,1560,/HotelApp/,200,OK,testhotelapp 1-4,text,true,17213,920
54.204.79.74,1426413630674,534,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-3,text,true,12015,279
54.204.79.74,1426413630674,536,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-2,text,true,12015,273
54.204.79.74,1426413630677,528,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-4,text,true,12015,267
54.204.79.74,1426413630675,557,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-1,text,true,12015,289
54.204.79.74,1426413630673,577,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-5,text,true,12015,304
54.204.79.74,1426413631262,19,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,410,19
54.204.79.74,1426413623529,2113,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-3,,true,29638,1219
54.204.79.74,1426413631247,36,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,410,36
54.204.79.74,1426413631276,19,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,410,19
54.204.79.74,1426413623751,2107,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-4,,true,29638,1206
54.204.79.74,1426413631325,5,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,410,5
54.204.79.74,1426413623111,2132,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-1,,true,29638,1213
54.204.79.74,1426413623323,2143,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-2,,true,29638,1214
54.204.79.74,1426413631313,49,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,410,49
54.204.79.74,1426413623972,2220,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-5,,true,29638,1292
54.204.79.74,1426413631282,736,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-3,text,true,16967,470
54.204.79.74,1426413632019,2,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,410,2
54.204.79.74,1426413631296,746,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-4,text,true,16967,475
54.204.79.74,1426413631341,703,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-2,text,true,16967,440
54.204.79.74,1426413632043,3,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,410,3
54.204.79.74,1426413632045,13,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,410,13
54.204.79.74,1426413631331,743,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-1,text,true,16967,459
54.204.79.74,1426413632075,2,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,410,2
54.204.79.74,1426413631363,825,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-5,text,true,16967,527
54.204.79.74,1426413632189,2,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,410,2
54.204.79.74,1426413632047,702,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-4,text,true,13957,446
54.204.79.74,1426413632078,679,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-1,text,true,13957,406
54.204.79.74,1426413632758,7,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,410,7
54.204.79.74,1426413631331,1431,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-1,,true,31744,874
54.204.79.74,1426413632750,16,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,410,16
54.204.79.74,1426413631295,1467,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-4,,true,31744,940
54.204.79.74,1426413632022,745,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-3,text,true,13957,436
54.204.79.74,1426413632768,13,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,410,13
54.204.79.74,1426413631282,1496,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-3,,true,31744,921
54.204.79.74,1426413632058,743,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-2,text,true,13957,421
54.204.79.74,1426413632802,3,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,410,3
54.204.79.74,1426413631340,1462,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-2,,true,31744,877
54.204.79.74,1426413632192,668,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-5,text,true,13957,396
54.204.79.74,1426413632861,7,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,410,7
