54.159.243.126,1425118293886,6345,/HotelApp/,200,OK,testhotelapp 1-3,text,true,17213,5811
54.159.243.126,1425118293887,6325,/HotelApp/,200,OK,testhotelapp 1-4,text,true,17213,5810
54.159.243.126,1425118293886,6327,/HotelApp/,200,OK,testhotelapp 1-2,text,true,17213,5797
54.159.243.126,1425118293870,6387,/HotelApp/,200,OK,testhotelapp 1-1,text,true,17213,5843
54.159.243.126,1425118293886,6390,/HotelApp/,200,OK,testhotelapp 1-5,text,true,17213,5853
54.159.243.126,1425118300233,539,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-3,text,true,12015,274
54.159.243.126,1425118300236,545,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-2,text,true,12015,270
54.159.243.126,1425118300257,538,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-1,text,true,12015,264
54.159.243.126,1425118300801,26,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,26
54.159.243.126,1425118287959,6951,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-1,,true,29639,6133
54.159.243.126,1425118300234,595,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-4,text,true,12015,291
54.159.243.126,1425118300843,5,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,5
54.159.243.126,1425118288367,6889,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-3,,true,29639,6090
54.159.243.126,1425118300277,573,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-5,text,true,12015,283
54.159.243.126,1425118300898,14,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,14
54.159.243.126,1425118288586,6934,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-4,,true,29639,6115
54.159.243.126,1425118300911,13,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,13
54.159.243.126,1425118288182,6885,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-2,,true,29639,6080
54.159.243.126,1425118300896,46,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,46
54.159.243.126,1425118288784,7009,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-5,,true,29639,6182
54.159.243.126,1425118300828,741,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-1,text,true,16967,471
54.159.243.126,1425118301570,3,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,3
54.159.243.126,1425118300849,762,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-3,text,true,16967,496
54.159.243.126,1425118301612,3,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,3
54.159.243.126,1425118300925,766,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-2,text,true,16967,494
54.159.243.126,1425118301692,2,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,2
54.159.243.126,1425118300943,766,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-5,text,true,16967,481
54.159.243.126,1425118301710,5,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,5
54.159.243.126,1425118300913,820,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-4,text,true,16967,545
54.159.243.126,1425118301734,2,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,2
54.159.243.126,1425118301573,685,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-1,text,true,13957,421
54.159.243.126,1425118302259,4,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,4
54.159.243.126,1425118300828,1433,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-1,,true,31746,899
54.159.243.126,1425118301615,713,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-3,text,true,13957,419
54.159.243.126,1425118302329,3,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,3
