54.159.243.126,1425116168542,6483,/HotelApp/,200,OK,testhotelapp 1-2,text,true,17213,5949
54.159.243.126,1425116168593,6499,/HotelApp/,200,OK,testhotelapp 1-1,text,true,17213,5951
54.159.243.126,1425116168631,6489,/HotelApp/,200,OK,testhotelapp 1-3,text,true,17213,5937
54.159.243.126,1425116175037,533,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-2,text,true,12015,264
54.159.243.126,1425116175092,547,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-1,text,true,12015,273
54.159.243.126,1425116175121,532,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-3,text,true,12015,267
54.159.243.126,1425116175612,5024,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,5024
54.159.243.126,1425116175645,5006,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,5006
54.159.243.126,1425116162687,12052,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-1,,true,29639,11230
54.159.243.126,1425116175662,5019,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,5019
54.159.243.126,1425116163382,12040,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-3,,true,29639,11223
54.159.243.126,1425116163041,12040,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-2,,true,29639,11237
54.159.243.126,1425116180681,1201,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-3,text,true,16968,710
54.159.243.126,1425116180664,1221,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-1,text,true,16968,708
54.159.243.126,1425116181883,4,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,4
54.159.243.126,1425116181885,6,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,6
54.159.243.126,1425116180697,1240,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-2,text,true,16968,729
54.159.243.126,1425116181937,4,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,4
54.159.243.126,1425116181888,738,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-3,text,true,13957,462
54.159.243.126,1425116181941,688,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-2,text,true,13957,408
54.159.243.126,1425116182627,5,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,5
54.159.243.126,1425116180681,1948,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-3,,true,31747,1181
54.159.243.126,1425116182630,4,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,4
54.159.243.126,1425116181891,743,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-1,text,true,13957,478
