54.90.40.71,1425712702342,1518,/HotelApp/,200,OK,testhotelapp 1-1,text,true,17213,985
54.90.40.71,1425712702501,1356,/HotelApp/,200,OK,testhotelapp 1-2,text,true,17213,830
54.90.40.71,1425712702488,1404,/HotelApp/,200,OK,testhotelapp 1-3,text,true,17213,830
54.90.40.71,1425712702502,1402,/HotelApp/,200,OK,testhotelapp 1-4,text,true,17213,839
54.90.40.71,1425712702502,1410,/HotelApp/,200,OK,testhotelapp 1-5,text,true,17213,848
54.90.40.71,1425712703879,511,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-1,text,true,12015,253
54.90.40.71,1425712703880,523,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-2,text,true,12015,260
54.90.40.71,1425712703892,529,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-3,text,true,12015,260
54.90.40.71,1425712703904,542,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-4,text,true,12015,270
54.90.40.71,1425712703912,549,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-5,text,true,12015,273
54.90.40.71,1425712704426,43,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,43
54.90.40.71,1425712696888,1976,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-3,,true,29639,1133
54.90.40.71,1425712704468,21,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,21
54.90.40.71,1425712697302,1980,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-5,,true,29639,1142
54.90.40.71,1425712704492,15,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,15
54.90.40.71,1425712697113,1959,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-4,,true,29639,1124
54.90.40.71,1425712704399,111,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,111
54.90.40.71,1425712696467,2140,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-1,,true,29639,1349
54.90.40.71,1425712704504,22,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,22
54.90.40.71,1425712696682,1901,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-2,,true,29639,1112
54.90.40.71,1425712704470,764,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-3,text,true,16967,503
54.90.40.71,1425712705235,4,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,4
54.90.40.71,1425712704510,743,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-1,text,true,16967,486
54.90.40.71,1425712705254,4,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,4
54.90.40.71,1425712704490,771,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-5,text,true,16967,494
54.90.40.71,1425712705262,4,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,4
54.90.40.71,1425712704508,770,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-4,text,true,16967,496
54.90.40.71,1425712704526,754,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-2,text,true,16967,490
54.90.40.71,1425712705279,5,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,5
54.90.40.71,1425712705281,13,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,13
54.90.40.71,1425712705240,673,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-3,text,true,13957,413
54.90.40.71,1425712705917,4,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,4
54.90.40.71,1425712704469,1445,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-3,,true,31746,924
54.90.40.71,1425712705259,678,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-1,text,true,13957,419
54.90.40.71,1425712705938,15,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,15
54.90.40.71,1425712704510,1440,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-1,,true,31746,924
54.90.40.71,1425712705295,668,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-2,text,true,13957,399
54.90.40.71,1425712705963,4,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,4
54.90.40.71,1425712704526,1439,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-2,,true,31746,906
54.90.40.71,1425712705266,723,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-5,text,true,13957,449
54.90.40.71,1425712705285,709,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-4,text,true,13957,429
54.90.40.71,1425712705990,6,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,6
54.90.40.71,1425712704490,1504,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-5,,true,31746,953
54.90.40.71,1425712705995,3,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,3
54.90.40.71,1425712704508,1487,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-4,,true,31746,933
54.90.40.71,1425712705922,292,/HotelApp/Logout.php,200,OK,testhotelapp 1-3,text,true,1960,292
54.90.40.71,1425712705954,261,/HotelApp/Logout.php,200,OK,testhotelapp 1-1,text,true,1960,261
54.90.40.71,1425712706216,4,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,4
54.90.40.71,1425712705954,265,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",testhotelapp 1-1,,true,2371,265
54.90.40.71,1425712706215,8,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,8
54.90.40.71,1425712705921,300,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",testhotelapp 1-3,,true,2371,300
54.90.40.71,1425712705967,267,/HotelApp/Logout.php,200,OK,testhotelapp 1-2,text,true,1960,267
54.90.40.71,1425712706235,3,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,3
54.90.40.71,1425712705967,270,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",testhotelapp 1-2,,true,2371,270
54.90.40.71,1425712705996,277,/HotelApp/Logout.php,200,OK,testhotelapp 1-5,text,true,1960,277
54.90.40.71,1425712706274,4,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,4
54.90.40.71,1425712705996,281,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",testhotelapp 1-5,,true,2371,281
54.90.40.71,1425712706001,296,/HotelApp/Logout.php,200,OK,testhotelapp 1-4,text,true,1960,296
54.90.40.71,1425712706297,4,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,4
54.90.40.71,1425712706001,300,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",testhotelapp 1-4,,true,2371,300
54.90.40.71,1425712706221,815,/HotelApp/,200,OK,testhotelapp 1-1,text,true,17212,298
54.90.40.71,1425712706239,833,/HotelApp/,200,OK,testhotelapp 1-2,text,true,17212,307
54.90.40.71,1425712706224,867,/HotelApp/,200,OK,testhotelapp 1-3,text,true,17212,323
54.90.40.71,1425712706280,873,/HotelApp/,200,OK,testhotelapp 1-5,text,true,17212,314
54.90.40.71,1425712706302,865,/HotelApp/,200,OK,testhotelapp 1-4,text,true,17212,312
54.90.40.71,1425712707036,523,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-1,text,true,12015,265
54.90.40.71,1425712707561,3,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,3
54.90.40.71,1425712706221,1341,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-1,,true,29638,566
54.90.40.71,1425712707072,533,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-2,text,true,12015,263
54.90.40.71,1425712707091,518,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-3,text,true,12015,261
54.90.40.71,1425712707605,7,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,7
54.90.40.71,1425712706239,1373,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-2,,true,29638,577
54.90.40.71,1425712707610,4,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,4
54.90.40.71,1425712706223,1389,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-3,,true,29638,588
54.90.40.71,1425712707153,552,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-5,text,true,12015,267
54.90.40.71,1425712707705,4,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,4
54.90.40.71,1425712706280,1429,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-5,,true,29638,585
54.90.40.71,1425712707167,551,/HotelApp/SearchHotel.php,200,OK,testhotelapp 1-4,text,true,12015,265
54.90.40.71,1425712707718,4,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,4
54.90.40.71,1425712706301,1420,Login,200,"Number of samples in transaction : 3, number of failing samples : 0",testhotelapp 1-4,,true,29638,581
54.90.40.71,1425712707565,736,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-1,text,true,16967,466
54.90.40.71,1425712708302,3,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,3
54.90.40.71,1425712707612,757,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-2,text,true,16967,489
54.90.40.71,1425712708370,3,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,3
54.90.40.71,1425712707614,788,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-3,text,true,16967,521
54.90.40.71,1425712708403,3,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,3
54.90.40.71,1425712707712,783,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-5,text,true,16967,500
54.90.40.71,1425712707722,774,/HotelApp/SelectHotel.php,200,OK,testhotelapp 1-4,text,true,16967,492
54.90.40.71,1425712708496,3,/__utm.gif,200,OK,testhotelapp 1-5,bin,true,411,3
54.90.40.71,1425712708497,5,/__utm.gif,200,OK,testhotelapp 1-4,bin,true,411,5
54.90.40.71,1425712708305,643,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-1,text,true,13957,376
54.90.40.71,1425712708949,3,/__utm.gif,200,OK,testhotelapp 1-1,bin,true,411,3
54.90.40.71,1425712707565,1385,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-1,,true,31746,848
54.90.40.71,1425712708373,645,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-2,text,true,13957,379
54.90.40.71,1425712709019,3,/__utm.gif,200,OK,testhotelapp 1-2,bin,true,411,3
54.90.40.71,1425712707612,1408,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-2,,true,31746,874
54.90.40.71,1425712708406,640,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-3,text,true,13957,373
54.90.40.71,1425712709047,3,/__utm.gif,200,OK,testhotelapp 1-3,bin,true,411,3
54.90.40.71,1425712707614,1434,Booking,200,"Number of samples in transaction : 4, number of failing samples : 0",testhotelapp 1-3,,true,31746,900
54.90.40.71,1425712708502,650,/HotelApp/BookHotel.php,200,OK,testhotelapp 1-4,text,true,13957,378
